"Date","Ship","Tons","Nationality","U.Boat","Commander","Fate","Latitude","Longitude"
1942-07-26,"TamandarÃ©",4942,"Brazil","U-66","Friedrich Markworth","Sunk",-60.5,11.5666666666667
1942-07-26,"Empire Rainbow",6942,"UK","U-607","Ernst Mengersen","Damaged",NA,NA
1942-07-26,"Empire Rainbow",6942,"UK","U-704","Horst Wilhelm Kessler","Sunk",-42.95,47.1333333333333
1942-07-27,"Leikanger",4003,"Norway","U-752","Karl-Ernst Schroeter","Sunk",-18,4
1942-07-27,"Stella Lykes",6801,"USA","U-582","Werner Schulte","Sunk",-25.0833333333333,6.66666666666667
1942-07-27,"Elmwood",7167,"UK","U-130","Ernst Kals","Sunk",-22,4.8
1942-07-28,"Ebb",260,"USA","U-754","Hans Oestermann","Sunk",-63.8333333333333,43.3
1942-07-28,"Piave",2347,"Brazil","U-155","Adolf Cornelius Piening","Sunk",-55.8166666666667,12.5
1942-07-28,"Barbacena",4772,"Brazil","U-155","Adolf Cornelius Piening","Sunk",-56,13.1666666666667
1942-07-28,"Weirbank",5150,"UK","U-66","Friedrich Markworth","Sunk",-58.85,11.4833333333333
1942-07-29,"Prescodoc",1938,"Canada","U-160","Georg Lassen","Sunk",-59.0833333333333,8.83333333333333
1942-07-29,"Bill",2445,"Norway","U-155","Adolf Cornelius Piening","Sunk",-55.0333333333333,11.9666666666667
1942-07-30,"Fany",43,"Egypt","U-77","Heinrich Schonder","Sunk",NA,NA
1942-07-30,"Amina",87,"Egypt","U-375","Jürgen Könenkamp","Sunk",32.3,32.55
1942-07-30,"Ikbal",176,"Egypt","U-375","Jürgen Könenkamp","Sunk",32.3,32.55
1942-07-30,"Robert E. Lee",5184,"USA","U-166","Hans-Günther Kuhlmann","Sunk",-88.7,28.6666666666667
1942-07-30,"Cranford",6096,"USA","U-155","Adolf Cornelius Piening","Sunk",-55.1833333333333,12.2833333333333
1942-07-30,"Pacific Pioneer",6734,"UK","U-132","Ernst Vogelsang","Sunk",-60.5833333333333,43.5
1942-07-30,"Danmark",8391,"UK","U-130","Ernst Kals","Sunk",-24.3166666666667,7
1942-08-01,"Kentar",5878,"Netherlands","U-155","Adolf Cornelius Piening","Sunk",-57.5,11.8666666666667
1942-08-01,"Clan Macnaughton",6088,"UK","U-155","Adolf Cornelius Piening","Sunk",-54.4166666666667,11.9
1942-08-01,"St. Simon",100,"Egypt","U-77","Heinrich Schonder","Sunk",NA,NA
1942-08-02,"HMS MTB-339",32,"UK","U-66","Friedrich Markworth","Damaged",NA,NA
1942-08-02,"HMS MTB-342",32,"UK","U-66","Friedrich Markworth","Damaged",NA,NA
1942-08-02,"Flora II",1218,"UK","U-254","Hans Gilardone","Sunk",-19.1166666666667,62.75
1942-08-02,"Treminnard",4694,"UK","U-160","Georg Lassen","Sunk",-57.1166666666667,10.6666666666667
1942-08-02,"Maldonado",5285,"Uruguay","U-510","Karl Neitzel","Sunk",-63.1666666666667,28.3333333333333
1942-08-03,"Bombay",229,"UK","U-605","Herbert-Viktor Schütze","Sunk",-18,62
1942-08-03,"Tricula",6221,"UK","U-108","Klaus Scholtz","Sunk",-56.85,11.5833333333333
1942-08-03,"Lochkatrine",9419,"UK","U-552","Erich Topp","Sunk",-46.7333333333333,45.8666666666667
1942-08-04,"Havsten",6161,"Norway","U-160","Georg Lassen","Damaged",-56,10.4166666666667
1942-08-04,"Empire Arnold",7045,"UK","U-155","Adolf Cornelius Piening","Sunk",-52.5,10.75
1942-08-03,"Belgian Soldier",7167,"Belgium","U-553","Karl Thurmann","Damaged",NA,NA
1942-08-04,"Belgian Soldier",7167,"Belgium","U-607","Ernst Mengersen","Sunk",-47.2166666666667,45.8666666666667
1942-08-04,"Richmond Castle",7798,"UK","U-176","Reiner Dierksen","Sunk",-35.0833333333333,50.4166666666667
1942-08-05,"Draco",389,"Netherlands","U-155","Adolf Cornelius Piening","Sunk",-53.5,11.0833333333333
1942-08-05,"Spar",3616,"Netherlands","U-593","Gerd Kelbling","Sunk",-43.6333333333333,53.0833333333333
1942-08-05,"Arletta",4870,"UK","U-458","Kurt Diggins","Sunk",-55.3666666666667,44.7333333333333
1942-08-06,"Adnan",155,"Egypt","U-77","Heinrich Schonder","Damaged",NA,NA
1942-08-06,"Ezzet",158,"Egypt","U-77","Heinrich Schonder","Sunk",NA,NA
1942-08-06,"Rozewie",766,"Poland","U-66","Friedrich Markworth","Sunk",-57.5,11
1942-08-06,"Wawaloam",342,"USA","U-86","Walter Schug","Sunk",-55.7333333333333,39.3
1942-08-07,"BreÃ±as",2687,"Norway","U-108","Klaus Scholtz","Sunk",-53.75,8.63333333333333
1942-08-07,"Delfshaven",5281,"Netherlands","U-572","Heinz Hirsacker","Sunk",-25.6166666666667,7.4
1942-08-07,"Arthur W. Sewall",6030,"Norway","U-109","Heinrich Bleichrodt","Sunk",-34.35,8.46666666666667
1942-08-08,"Anneberg",2537,"UK","U-379","Paul-Hugo Kettner","Sunk",-32.2333333333333,56.5
1942-08-08,"Kelso",3956,"UK","U-176","Reiner Dierksen","Sunk",-32.2333333333333,56.5
1942-08-08,"Trehata",4817,"UK","U-176","Reiner Dierksen","Sunk",-32.2333333333333,56.5
1942-08-08,"Kaimoku",6367,"USA","U-379","Paul-Hugo Kettner","Sunk",-32.2333333333333,56.5
1942-08-08,"Mount Kassion",7914,"Greece","U-176","Reiner Dierksen","Sunk",-32.2333333333333,56.5
1942-08-10,"Kharouf",158,"Palestine","U-77","Heinrich Schonder","Sunk",NA,NA
1942-08-09,"Radchurch",3701,"UK","U-176","Reiner Dierksen","Sunk",-32,56.25
1942-08-09,"Mendanau",6047,"Netherlands","U-752","Karl-Ernst Schroeter","Sunk",-18,4.75
1942-08-09,"Malmanger",7078,"Norway","U-130","Ernst Kals","Sunk",-26.5,7.21666666666667
1942-08-09,"San Emiliano",8071,"UK","U-155","Adolf Cornelius Piening","Sunk",-54.1333333333333,7.36666666666667
1942-08-10,"Vivian P. Smith",130,"UK","U-600","Bernhard Zurmühlen","Sunk",-68.6666666666667,21.8333333333333
1942-08-10,"Strabo",383,"Netherlands","U-155","Adolf Cornelius Piening","Sunk",-54.0833333333333,7.48333333333333
1942-08-10,"Cape Race",3807,"UK","U-660","Götz Baur","Sunk",-22.8333333333333,56.75
1942-08-10,"Condylis",4439,"Greece","U-660","Götz Baur","Damaged",NA,NA
1942-08-10,"Condylis",4439,"Greece","U-438","Rudolf Franzius","Sunk",-22.5,57
1942-08-10,"Oregon",6008,"UK","U-660","Götz Baur","Damaged",NA,NA
1942-08-10,"Oregon",6008,"UK","U-438","Rudolf Franzius","Sunk",-22.6833333333333,57.0833333333333
1942-08-10,"Empire Reindeer",6259,"UK","U-660","Götz Baur","Sunk",-22.5,57
1942-08-10,"USS Bold (AMc 67)",185,"USA","U-98","Wilhelm Schulze","Damaged",NA,NA
1942-08-11,"Vimeira",5728,"UK","U-109","Heinrich Bleichrodt","Sunk",-28.9166666666667,10.05
1942-08-11,"Mirlo",7455,"Norway","U-130","Ernst Kals","Sunk",-26.8333333333333,6.06666666666667
1942-08-11,"HMS Eagle (94)",22600,"UK","U-73","Helmut Rosenbaum","Sunk",3.03333333333333,38.0833333333333
1942-08-12,"Santiago de Cuba",1685,"Cuba","U-508","Georg Staats","Sunk",-81.8333333333333,24.3333333333333
1942-08-12,"Manzanillo",1025,"Cuba","U-508","Georg Staats","Sunk",-81.8333333333333,24.3333333333333
1942-08-13,"Medea",1311,"Netherlands","U-658","Hans Senkel","Sunk",-74.2666666666667,19.9
1942-08-13,"Everelza",4520,"Latvia","U-600","Bernhard Zurmühlen","Sunk",-73.8166666666667,19.9166666666667
1942-08-13,"Delmundo",5032,"USA","U-600","Bernhard Zurmühlen","Sunk",-73.8166666666667,19.9166666666667
1942-08-13,"Cripple Creek",6347,"USA","U-752","Karl-Ernst Schroeter","Sunk",-18.5,4.91666666666667
1942-08-13,"R.M. Parker Jr.",6779,"USA","U-171","Günther Pfeffer","Sunk",-90.7,28.8333333333333
1942-08-14,"Michael Jebsen",2323,"UK","U-598","Gottfried Holtorf","Sunk",-76.1666666666667,21.75
1942-08-14,"Empire Corporal",6972,"UK","U-598","Gottfried Holtorf","Sunk",-76.1666666666667,21.75
1942-08-15,"Balladier",3279,"USA","U-705","Karl-Horst Horn","Sunk",-24.5333333333333,55.3833333333333
1942-08-16,"Annibal BenÃ©volo",1905,"Brazil","U-507","Harro Schacht","Sunk",-37.35,-11.6833333333333
1942-08-16,"Baependy",4801,"Brazil","U-507","Harro Schacht","Sunk",-37,-11.8333333333333
1942-08-16,"Araraquara",4872,"Brazil","U-507","Harro Schacht","Sunk",-37.3166666666667,-12
1942-08-16,"Suecia",4966,"Sweden","U-596","Gunter Jahn","Sunk",-25.9666666666667,55.7166666666667
1942-08-16,"Daniel",100,"Palestine","U-77","Heinrich Schonder","Sunk",NA,NA
1942-08-17,"Komiles",136,"USSR","U-209","Heinrich Brodda","Sunk",NA,NA
1942-08-17,"Komsomolec",220,"USSR","U-209","Heinrich Brodda","Sunk",NA,NA
1942-08-17,"Sh-500",500,"USSR","U-209","Heinrich Brodda","Sunk",NA,NA
1942-08-17,"P-4",500,"USSR","U-209","Heinrich Brodda","Sunk",NA,NA
1942-08-17,"ArarÃ¡",1075,"Brazil","U-507","Harro Schacht","Sunk",-38.8166666666667,-13.3333333333333
1942-08-17,"Itagiba",2169,"Brazil","U-507","Harro Schacht","Sunk",-38.6666666666667,-13.3333333333333
1942-08-17,"Samir",3702,"Egypt","U-658","Hans Senkel","Sunk",-75.3333333333333,18.5
1942-08-17,"Princess Marguerite",5875,"Canada","U-83","Hans-Werner Kraus","Sunk",32.7833333333333,32.05
1942-08-17,"Laguna",6466,"UK","U-658","Hans Senkel","Damaged",-75.0666666666667,18.75
1942-08-17,"Triton",6607,"Norway","U-566","Gerhard Remus","Sunk",-22.7166666666667,39.5166666666667
1942-08-17,"Fort la Reine",7133,"UK","U-658","Hans Senkel","Sunk",-75.3333333333333,18.5
1942-08-17,"Louisiana",8587,"USA","U-108","Klaus Scholtz","Sunk",-51.55,7.4
1942-08-18,"Blankaholm",2845,"Sweden","U-553","Karl Thurmann","Sunk",-76.8333333333333,19.6833333333333
1942-08-18,"Balingkar",6318,"Netherlands","U-214","Günther Reeder","Sunk",-19.8166666666667,41.5666666666667
1942-08-18,"Empire Bede",6959,"UK","U-553","Karl Thurmann","Sunk",-76.4166666666667,19.5833333333333
1942-08-18,"John Hancock",7176,"USA","U-553","Karl Thurmann","Sunk",-76.8333333333333,19.6833333333333
1942-08-18,"Hatarana",7522,"UK","U-214","Günther Reeder","Sunk",-20.5333333333333,41.1166666666667
1940-10-14,"HMS Cheshire (F 18)",10552,"UK","U-137","Herbert Wohlfarth","Damaged",NA,NA
1942-08-18,"HMS Cheshire (F 18)",10552,"UK","U-214","Günther Reeder","Damaged",-19.8166666666667,41.5
1942-08-19,"Sea Gull D.",75,"UK","U-217","Kurt Reichenbach-Klinke","Sunk",-67.7,11.6333333333333
1942-08-19,"Jacyra",89,"Brazil","U-507","Harro Schacht","Sunk",-38.6666666666667,-14.5
1942-08-19,"Cressington Court",4971,"UK","U-510","Karl Neitzel","Sunk",-46,7.96666666666667
1942-08-19,"West Celina",5722,"USA","U-162","Jürgen Wattenberg","Sunk",-62.5,11.75
1941-05-09,"Empire Cloud",5969,"UK","U-201","Adalbert Schnee","Damaged",NA,NA
1942-08-19,"Empire Cloud",5969,"UK","U-564","Reinhard Suhren","Sunk",-62.6333333333333,11.9666666666667
1942-02-19,"British Consul",6940,"UK","U-161","Albrecht Achilles","Damaged",NA,NA
1942-08-19,"British Consul",6940,"UK","U-564","Reinhard Suhren","Sunk",-62.6333333333333,11.9666666666667
1942-08-19,"City of Manila",7452,"UK","U-406","Horst Dieterichs","Sunk",-18.3333333333333,43.35
1942-08-21,"City of Wellington",5733,"UK","U-506","Erich Würdemann","Sunk",-14.6666666666667,7.48333333333333
1942-08-22,"Hammaren",3220,"Sweden","U-507","Harro Schacht","Sunk",-38.25,-13
1942-08-23,"Hamla",4416,"UK","U-506","Erich Würdemann","Sunk",-15,5.5
1942-08-24,"Kujbyshev",2332,"USSR","U-601","Peter-Ottmar Grau","Sunk",77.6666666666667,73.8666666666667
1942-08-24,"Moena",9286,"Netherlands","U-162","Jürgen Wattenberg","Sunk",-57.25,13.4166666666667
1942-08-25,"Trolla",1598,"Norway","U-438","Rudolf Franzius","Sunk",-35.1666666666667,48.9166666666667
1942-08-25,"Amakura",1987,"UK","U-558","Günther Krech","Sunk",-75.8666666666667,17.7666666666667
1942-08-25,"Katvaldis",3163,"UK","U-605","Herbert-Viktor Schütze","Sunk",-35.1666666666667,48.9166666666667
1942-08-25,"Stad Amsterdam",3780,"Netherlands","U-164","Otto Fechner","Sunk",-73.25,16.65
1942-08-25,"Sheaf Mount",5017,"UK","U-605","Herbert-Viktor Schütze","Sunk",-35.1666666666667,48.9166666666667
1942-08-25,"Viking Star",6445,"UK","U-130","Ernst Kals","Sunk",-14,6
1942-08-25,"Empire Breeze",7457,"UK","U-176","Reiner Dierksen","Sunk",-35.8666666666667,49.3666666666667
1942-08-25,"Abbekerk",7906,"Netherlands","U-604","Horst Höltring","Sunk",-30.8333333333333,52.0833333333333
1942-08-26,"Beechwood",4897,"UK","U-130","Ernst Kals","Sunk",-14.0666666666667,5.5
1942-08-26,"Empire Kumari",6288,"UK","U-375","Jürgen Könenkamp","Total.Loss",34.35,31.9666666666667
1942-08-26,"Thelma",8297,"Norway","U-162","Jürgen Wattenberg","Sunk",-58.1666666666667,13.3333333333333
1942-08-27,"Chatham",5649,"USA","U-517","Paul Hartwig","Sunk",-55.8,51.8833333333333
1942-08-27,"Clan Macwhirter",5941,"UK","U-156","Werner Hartenstein","Sunk",-18.75,35.75
1942-08-27,"Esso Aruba",8773,"USA","U-511","Friedrich Steinhoff","Damaged",-74.6333333333333,18.15
1942-08-27,"Rotterdam",8968,"Netherlands","U-511","Friedrich Steinhoff","Sunk",-74.6333333333333,18.15
1942-08-27,"Port Jackson",9687,"UK","U-516","Gerhard Wiebe","Damaged",-22.3,51.7333333333333
1942-08-27,"San Fabian",13031,"UK","U-511","Friedrich Steinhoff","Sunk",-74.6333333333333,18.15
1942-08-28,"Arlyn",3304,"USA","U-165","Eberhard Hoffmann","Damaged",NA,NA
1942-08-28,"Arlyn",3304,"USA","U-517","Paul Hartwig","Sunk",-55.8,51.8833333333333
1942-08-28,"City of Cardiff",5661,"UK","U-566","Gerhard Remus","Sunk",-16.0333333333333,40.3333333333333
1942-08-28,"USS Laramie (AO 16)",7252,"USA","U-165","Eberhard Hoffmann","Damaged",-55.6666666666667,51.7333333333333
1942-08-28,"Zuiderkerk",8424,"Netherlands","U-566","Gerhard Remus","Sunk",-16.0333333333333,40.3333333333333
1942-08-29,"Topa Topa",5356,"USA","U-66","Friedrich Markworth","Sunk",-51.5,10.2666666666667
1942-08-30,"West Lashaway",5637,"USA","U-66","Friedrich Markworth","Sunk",-55.1666666666667,10.5
1942-08-30,"Sir Huon",6049,"Panama","U-66","Friedrich Markworth","Sunk",-54,10.8666666666667
1942-08-30,"Star of Oregon",7176,"USA","U-162","Jürgen Wattenberg","Sunk",-59.75,11.8
1942-08-30,"Vardaas",8176,"Norway","U-564","Reinhard Suhren","Sunk",-60.6666666666667,11.5833333333333
1942-08-31,"Sande",60,"Honduras","unknown",NA,"Sunk",-76,21.3666666666667
1942-08-31,"Bronxville",4663,"Norway","U-609","Klaus Rudloff","Sunk",-33.6666666666667,57.2166666666667
1942-08-31,"Capira",5625,"Panama","U-609","Klaus Rudloff","Sunk",-33.6666666666667,57.2166666666667
1942-08-31,"Winamac",8621,"UK","U-66","Friedrich Markworth","Sunk",-54.5666666666667,10.6
1942-08-31,"Jack Carnes",10907,"USA","U-516","Gerhard Wiebe","Sunk",-29.0166666666667,41.5833333333333
1942-09-01,"Ilorin",815,"UK","U-125","Ulrich Folkers","Sunk",-1,5
1942-09-03,"Arnon",558,"Palestine","U-375","Jürgen Könenkamp","Sunk",35.9,34.8
1942-09-03,"Donald Stewart",1781,"Canada","U-517","Paul Hartwig","Sunk",-58.7666666666667,50.5333333333333
1942-09-03,"Hollinside",4172,"UK","U-107","Harald Gelhaus","Sunk",-9,38
1942-09-03,"Penrose",4393,"UK","U-107","Harald Gelhaus","Sunk",-9,38
1942-09-03,"Ocean Might",7173,"UK","U-109","Heinrich Bleichrodt","Sunk",-4.18333333333333,0.95
1942-09-04,"Amatlan",6511,"Mexico","U-171","Günther Pfeffer","Sunk",-97.5,23.45
1942-09-05,"Saganaga",5454,"UK","U-513","Rolf Rüggeberg","Sunk",-52.9833333333333,47.5833333333333
1942-09-05,"Myrmidon",6278,"UK","U-506","Erich Würdemann","Sunk",-6.45,0.75
1942-09-05,"Lord Strathcona",7335,"Canada","U-513","Rolf Rüggeberg","Sunk",-52.9833333333333,47.5833333333333
1942-09-06,"Turkian",113,"Egypt","U-375","Jürgen Könenkamp","Sunk",NA,NA
1942-09-06,"Helen Forsey",167,"UK","U-514","Hans-Jürgen Auffermann","Sunk",-57.5833333333333,28.5833333333333
1942-09-07,"HMCS Raccoon",358,"Canada","U-165","Eberhard Hoffmann","Sunk",-67.2833333333333,49.0166666666667
1942-09-06,"John A. Holloway",1745,"Canada","U-164","Otto Fechner","Sunk",-71.5,14.1666666666667
1942-09-06,"Aeas",4729,"Greece","U-165","Eberhard Hoffmann","Sunk",-66.8333333333333,49.1666666666667
1942-09-06,"Tuscan Star",11449,"UK","U-109","Heinrich Bleichrodt","Sunk",-11.65,1.56666666666667
1942-09-03,"Salina",108,"Palestine","U-375","Jürgen Könenkamp","Sunk",35.7,35.5166666666667
1942-09-07,"Tor II",292,"Faeroes","U-617","Albrecht Brandi","Sunk",-18.5,62.5
1942-09-07,"Oakton",1727,"Canada","U-517","Paul Hartwig","Sunk",-63.7666666666667,48.8333333333333
1942-09-07,"Mount Taygetus",3286,"Greece","U-517","Paul Hartwig","Sunk",-63.7666666666667,48.8333333333333
1942-09-07,"Mount Pindus",5729,"Greece","U-517","Paul Hartwig","Sunk",-63.7666666666667,48.8333333333333
1942-09-09,"USS Muskeget (WAG 48)",1827,"USA","U-755","Walter Göing","Sunk",-43.8833333333333,51.6833333333333
1942-09-09,"Peiping",6390,"Sweden","U-66","Friedrich Markworth","Sunk",-50.1666666666667,23.8333333333333
1942-09-10,"Elisabeth van Belgie",4241,"Belgium","U-96","Hans-Jürgen Hellriegel","Sunk",-28.4166666666667,51.5
1942-09-10,"Sveve",6313,"Norway","U-96","Hans-Jürgen Hellriegel","Sunk",-28.5,51.4666666666667
1942-09-10,"F.J. Wolfe",12190,"UK","U-96","Hans-Jürgen Hellriegel","Damaged",-28.4166666666667,51.5
1942-09-11,"DelÃ£es",415,"Portugal","U-96","Hans-Jürgen Hellriegel","Sunk",-29.5333333333333,50.05
1942-09-11,"HMCS Charlottetown (K 244)",900,"Canada","U-517","Paul Hartwig","Sunk",-66.8333333333333,49.1666666666667
1942-09-11,"Hindanger",4884,"Norway","U-584","Joachim Deecke","Sunk",-32.35,49.5333333333333
1942-09-11,"Fjordaas",7361,"Norway","U-218","Richard Becker","Damaged",-29.1333333333333,51.2666666666667
1942-09-11,"Marit II",7417,"Norway","U-404","Otto von Bülow","Damaged",-29.1333333333333,51.2666666666667
1942-09-10,"Empire Oil",8029,"UK","U-659","Hans Stock","Damaged",NA,NA
1942-09-11,"Empire Oil",8029,"UK","U-584","Joachim Deecke","Sunk",-28.2166666666667,51.3833333333333
1942-09-12,"Woensdrecht",4668,"Netherlands","U-515","Werner Henke","Total.Loss",-60.2833333333333,10.45
1942-09-12,"Trevilley",5296,"UK","U-68","Karl-Friedrich Merten","Sunk",-7.83333333333333,-4.5
1942-09-12,"Empire Moonbeam",6849,"UK","U-211","Karl Hause","Damaged",NA,NA
1942-09-12,"Empire Moonbeam",6849,"UK","U-608","Rolf Struckmeier","Sunk",-33.6333333333333,48.9166666666667
1942-04-12,"Stanvac Melbourne",10013,"Panama","U-203","Rolf Mützelburg","Damaged",NA,NA
1942-09-12,"Stanvac Melbourne",10013,"Panama","U-515","Werner Henke","Sunk",-60.3333333333333,10.5
1942-09-13,"Patrick J. Hurley",10865,"USA","U-512","Wolfgang Schultze","Sunk",-46.25,22.9833333333333
1942-09-12,"Hektoria",13797,"UK","U-211","Karl Hause","Damaged",NA,NA
1942-09-12,"Hektoria",13797,"UK","U-608","Rolf Struckmeier","Sunk",-33.6333333333333,48.9166666666667
1942-09-12,"Laconia",19695,"UK","U-156","Werner Hartenstein","Sunk",-11.6333333333333,-5.08333333333333
1942-09-13,"Nimba",1854,"Panama","U-515","Werner Henke","Sunk",-60.4,10.6833333333333
1942-09-13,"Stalingrad",3559,"USSR","U-408","Reinhard von Hymmen","Sunk",7.91666666666667,75.8666666666667
1942-09-13,"Lima",3764,"Sweden","U-506","Erich Würdemann","Sunk",-11.3666666666667,2.58333333333333
1942-09-13,"Stone Street",6131,"Panama","U-594","Friedrich Mumm","Sunk",-39.7166666666667,48.3
1942-09-13,"Vilja",6672,"Norway","U-558","Günther Krech","Total.Loss",-62.8666666666667,12.25
1942-09-13,"Ocean Vanguard",7174,"UK","U-515","Werner Henke","Sunk",-60.1833333333333,10.7166666666667
1942-09-13,"Oliver Ellsworth",7191,"USA","U-408","Reinhard von Hymmen","Sunk",7.91666666666667,75.8666666666667
1942-09-13,"Empire Lugard",7241,"UK","U-558","Günther Krech","Sunk",-63.5333333333333,12.1166666666667
1942-09-13,"Suriname",7915,"Netherlands","U-558","Günther Krech","Sunk",-63.5333333333333,12.1166666666667
1942-09-14,"HMCS Ottawa (H 60)",1375,"Canada","U-91","Heinz Walkerling","Sunk",-43.45,47.9166666666667
1942-09-14,"Harborough",5415,"UK","U-515","Werner Henke","Sunk",-60.3333333333333,10.05
1942-09-14,"Atheltemplar",8939,"UK","U-408","Reinhard von Hymmen","Sunk",NA,NA
1942-09-14,"Atheltemplar",8939,"UK","U-457","Karl Brandenburg","Damaged",18,76.1666666666667
1942-09-15,"Inger Elisabeth",2166,"Norway","U-517","Paul Hartwig","Sunk",-64.1,48.8166666666667
1942-09-15,"Saturnus",2741,"Netherlands","U-517","Paul Hartwig","Sunk",-64.1,48.8166666666667
1942-09-15,"Kioto",3297,"UK","U-514","Hans-Jürgen Auffermann","Sunk",-60.7666666666667,11.0833333333333
1942-09-15,"SÃ¸rholt",4801,"Norway","U-515","Werner Henke","Sunk",-60,10.75
1942-09-15,"Breedijk",6861,"Netherlands","U-68","Karl-Friedrich Merten","Sunk",-8.9,-5.08333333333333
1942-09-16,"Commercial Trader",2606,"USA","U-558","Günther Krech","Sunk",-60.25,10.5
1942-09-16,"Joannis",3667,"Greece","U-165","Eberhard Hoffmann","Sunk",-67.0833333333333,49.1666666666667
1942-09-16,"Pan York",4570,"USA","U-165","Eberhard Hoffmann","Damaged",-67.0833333333333,49.1666666666667
1942-09-17,"Mae",5607,"USA","U-515","Werner Henke","Sunk",-58.2166666666667,8.05
1942-09-17,"Peterton",5221,"UK","U-109","Heinrich Bleichrodt","Sunk",-29.25,18.75
1942-09-18,"Norfolk",1901,"Canada","U-175","Heinrich Bruns","Sunk",-59.3333333333333,8.6
1942-09-18,"Olaf Fostenes",2994,"Norway","U-380","Josef Röther","Sunk",-41.0833333333333,44.9333333333333
1942-09-19,"HMS Alouette (FY 101)",520,"UK","U-552","Klaus Popp","Sunk",NA,NA
1942-09-19,"Monte Gorbea",3720,"Spain","U-512","Wolfgang Schultze","Sunk",-60,14.9166666666667
1942-09-19,"Quebec City",4745,"UK","U-156","Werner Hartenstein","Sunk",-17.6,-2.2
1942-09-19,"Wichita",6174,"USA","U-516","Gerhard Wiebe","Sunk",NA,NA
1942-09-20,"HMS Leda (J 93)",835,"UK","U-435","Siegfried Strelow","Sunk",5,76.5
1942-09-20,"HMS Somali (G 33)",1870,"UK","U-703","Heinz Bielfeld","Sunk",-2,74.6666666666667
1942-09-20,"Reedpool",4838,"UK","U-515","Werner Henke","Sunk",-57.5666666666667,8.96666666666667
1942-09-20,"Silver Sword",4937,"USA","U-255","Reinhart Reche","Sunk",-0.333333333333333,75.8666666666667
1942-09-20,"Empire Hartebeeste",5676,"UK","U-596","Gunter Jahn","Sunk",-38.1666666666667,56.3333333333333
